,Relative CATE Error (percentage),Method
1792,12.240263434918791,MALTS (linear)
1793,14.3345835324863,MALTS (linear)
1794,5.877258573552976,MALTS (linear)
1795,14.3718089691845,MALTS (linear)
1796,10.757962202006249,MALTS (linear)
1797,13.051006217056946,MALTS (linear)
1798,1.5233151315521358,MALTS (linear)
1799,3.5821789043704686,MALTS (linear)
1800,15.13716884820126,MALTS (linear)
1801,19.958416574554285,MALTS (linear)
1802,7.134914016769677,MALTS (linear)
1803,11.88766767929926,MALTS (linear)
1804,5.289713562912668,MALTS (linear)
1805,34.16977104093974,MALTS (linear)
1806,7.266520720739647,MALTS (linear)
1807,11.50783565773105,MALTS (linear)
1808,9.908758952923307,MALTS (linear)
1809,3.895849091964544,MALTS (linear)
1810,4.193048940455188,MALTS (linear)
1811,7.04699977506138,MALTS (linear)
1812,1.9345268443776504,MALTS (linear)
1813,11.33233863539557,MALTS (linear)
1814,19.167426708215245,MALTS (linear)
1815,3.567233591679111,MALTS (linear)
1816,9.304832257995614,MALTS (linear)
1817,14.457444571901698,MALTS (linear)
1818,3.2319640780383185,MALTS (linear)
1819,16.498236936574486,MALTS (linear)
1820,5.180031528557794,MALTS (linear)
1821,3.8271612034530946,MALTS (linear)
1822,1.321972027620711,MALTS (linear)
1823,0.9148234320245976,MALTS (linear)
1824,0.8396792947754042,MALTS (linear)
1825,17.87102744782785,MALTS (linear)
1826,1.7916195581432335,MALTS (linear)
1827,8.429974231807266,MALTS (linear)
1828,4.922367301946668,MALTS (linear)
1829,9.874061417236339,MALTS (linear)
1830,0.24864121825418564,MALTS (linear)
1831,16.319302153487985,MALTS (linear)
1832,11.443762498830251,MALTS (linear)
1833,1.8499434947047235,MALTS (linear)
1834,0.9241887375235452,MALTS (linear)
1835,5.631064639871082,MALTS (linear)
1836,2.2135284249011384,MALTS (linear)
1837,12.371795973140438,MALTS (linear)
1838,25.104423272795263,MALTS (linear)
1839,4.930349408791387,MALTS (linear)
1840,4.433379587370808,MALTS (linear)
1841,3.3320013912247224,MALTS (linear)
1842,8.54401544722678,MALTS (linear)
1843,0.8406697739350405,MALTS (linear)
1844,16.1777978961014,MALTS (linear)
1845,1.7925590493711792,MALTS (linear)
1846,7.725362952640815,MALTS (linear)
1847,12.328953077577328,MALTS (linear)
1848,4.0062243747485375,MALTS (linear)
1849,15.837538721421959,MALTS (linear)
1850,10.09995627905985,MALTS (linear)
1851,5.168794516637858,MALTS (linear)
1852,4.896026905737351,MALTS (linear)
1853,26.35349694069221,MALTS (linear)
1854,30.83277011347039,MALTS (linear)
1855,11.779379411824697,MALTS (linear)
1856,2.2821768295802873,MALTS (linear)
1857,8.499455310285871,MALTS (linear)
1858,28.543557758212074,MALTS (linear)
1859,5.897492610288369,MALTS (linear)
1860,9.424979109567214,MALTS (linear)
1861,8.07936450000039,MALTS (linear)
1862,6.552997345550474,MALTS (linear)
1863,20.582865272306748,MALTS (linear)
1864,12.885850019805769,MALTS (linear)
1865,3.060357076227595,MALTS (linear)
1866,4.463092761267208,MALTS (linear)
1867,5.669421880102099,MALTS (linear)
1868,25.397506535104792,MALTS (linear)
1869,25.069393886377195,MALTS (linear)
1870,9.266502721908635,MALTS (linear)
1871,1.9030846921203846,MALTS (linear)
1872,8.83560967238708,MALTS (linear)
1873,27.523562334655555,MALTS (linear)
1874,5.3145326229512,MALTS (linear)
1875,4.229353529941071,MALTS (linear)
1876,7.456160761339661,MALTS (linear)
1877,14.086628263231393,MALTS (linear)
1878,10.775630589774403,MALTS (linear)
1879,1.6838094013001255,MALTS (linear)
1880,18.07389276183781,MALTS (linear)
1881,7.437097213535954,MALTS (linear)
1882,7.552081050882204,MALTS (linear)
1883,13.989121662586628,MALTS (linear)
1884,11.334606407387263,MALTS (linear)
1885,19.839072285244022,MALTS (linear)
1886,4.658352780088857,MALTS (linear)
1887,22.182590315296522,MALTS (linear)
1888,17.491849005822967,MALTS (linear)
1889,7.963702718310192,MALTS (linear)
1890,6.066239479544484,MALTS (linear)
1891,20.211833036268853,MALTS (linear)
1892,9.666010865908694,MALTS (linear)
1893,17.352440029018094,MALTS (linear)
1894,30.436427974308017,MALTS (linear)
1895,2.0138935553321584,MALTS (linear)
1896,3.921336020463384,MALTS (linear)
1897,8.803759021355209,MALTS (linear)
1898,0.414572299679646,MALTS (linear)
1899,7.84162257982112,MALTS (linear)
1900,2.738100252324149,MALTS (linear)
1901,11.593730714900497,MALTS (linear)
1902,2.2753580254423897,MALTS (linear)
1903,6.551355630550841,MALTS (linear)
1904,8.98847054429152,MALTS (linear)
1905,5.348609900418245,MALTS (linear)
1906,5.125944922035097,MALTS (linear)
1907,20.941126169316888,MALTS (linear)
1908,19.048554891646305,MALTS (linear)
1909,6.0037609750009535,MALTS (linear)
1910,17.235025024951618,MALTS (linear)
1911,0.5739544544414837,MALTS (linear)
1912,9.418321158397417,MALTS (linear)
1913,14.998210105767896,MALTS (linear)
1914,11.240746573226618,MALTS (linear)
1915,5.633218814313114,MALTS (linear)
1916,21.92896131998314,MALTS (linear)
1917,7.240198298856315,MALTS (linear)
1918,1.7549930897590191,MALTS (linear)
1919,27.715526426911353,MALTS (linear)
1920,41.51259239034828,MALTS (linear)
1921,19.299803294240665,MALTS (linear)
1922,28.07706858046578,MALTS (linear)
1923,2.635450679881895,MALTS (linear)
1924,24.95900829672499,MALTS (linear)
1925,23.582388934840388,MALTS (linear)
1926,6.358235913882717,MALTS (linear)
1927,21.07742195300529,MALTS (linear)
1928,5.653416761027848,MALTS (linear)
1929,7.4973816533773245,MALTS (linear)
1930,9.769934896615705,MALTS (linear)
1931,8.52862904934878,MALTS (linear)
1932,6.791902602888827,MALTS (linear)
1933,4.975573702645518,MALTS (linear)
1934,16.506122242426773,MALTS (linear)
1935,4.348445238670006,MALTS (linear)
1936,2.71971379299325,MALTS (linear)
1937,9.968343194825096,MALTS (linear)
1938,8.895881825275492,MALTS (linear)
1939,10.379252701170863,MALTS (linear)
1940,7.977163489633645,MALTS (linear)
1941,12.258520260906813,MALTS (linear)
1942,15.03429290460277,MALTS (linear)
1943,74.90715585978083,MALTS (linear)
1944,3.55495413857009,MALTS (linear)
1945,9.588432094766526,MALTS (linear)
1946,17.12886450109592,MALTS (linear)
1947,28.840245149482946,MALTS (linear)
1948,0.0569137695318048,MALTS (linear)
1949,7.155891877521174,MALTS (linear)
1950,0.5740970864212233,MALTS (linear)
1951,5.387720984796846,MALTS (linear)
1952,9.15346181985527,MALTS (linear)
1953,17.80590469702162,MALTS (linear)
1954,0.5073619327679761,MALTS (linear)
1955,15.707970544988308,MALTS (linear)
1956,6.569073106900439,MALTS (linear)
1957,2.2702245768144143,MALTS (linear)
1958,9.60695468813471,MALTS (linear)
1959,8.469096580839437,MALTS (linear)
1960,13.909398922085645,MALTS (linear)
1961,1.8531556177056805,MALTS (linear)
1962,14.772485690862192,MALTS (linear)
1963,9.953406567001641,MALTS (linear)
1964,37.888334428594845,MALTS (linear)
1965,10.478889554359982,MALTS (linear)
1966,1.3529119978281399,MALTS (linear)
1967,2.900014363236215,MALTS (linear)
1968,25.262395469414816,MALTS (linear)
1969,44.75358616639549,MALTS (linear)
1970,15.317123162900565,MALTS (linear)
1971,4.608798268412862,MALTS (linear)
1972,10.506848145318044,MALTS (linear)
1973,16.092733993862755,MALTS (linear)
1974,6.547725219565109,MALTS (linear)
1975,13.454584783267553,MALTS (linear)
1976,13.49358889567013,MALTS (linear)
1977,11.854207633408622,MALTS (linear)
1978,2.9058709057933005,MALTS (linear)
1979,5.150147857323114,MALTS (linear)
1980,8.9724246273482,MALTS (linear)
1981,19.657153054729193,MALTS (linear)
1982,3.6363748767290263,MALTS (linear)
1983,29.44858363681447,MALTS (linear)
1984,0.7582452175807246,MALTS (linear)
1985,8.89868475546659,MALTS (linear)
1986,3.5120827815844318,MALTS (linear)
1987,48.0691290279022,MALTS (linear)
1988,30.442341412867748,MALTS (linear)
1989,16.594943004089078,MALTS (linear)
1990,12.830846063468313,MALTS (linear)
1991,12.444911351146938,MALTS (linear)
1992,0.504548365556477,MALTS (linear)
1993,4.851138598123055,MALTS (linear)
1994,3.9381379426661223,MALTS (linear)
1995,23.743948859738214,MALTS (linear)
1996,11.492770401696914,MALTS (linear)
1997,0.0018353514101951773,MALTS (linear)
1998,9.583088240244924,MALTS (linear)
1999,15.91748774392775,MALTS (linear)
2000,14.935828669202165,MALTS (linear)
2001,2.7144810675120503,MALTS (linear)
2002,5.182813879031043,MALTS (linear)
2003,0.8168227602326636,MALTS (linear)
2004,8.141203703738029,MALTS (linear)
2005,4.714371864591717,MALTS (linear)
2006,4.529240973443631,MALTS (linear)
2007,19.551986670352555,MALTS (linear)
2008,14.856398916028043,MALTS (linear)
2009,10.542436733063171,MALTS (linear)
2010,1.267172320792302,MALTS (linear)
2011,7.309101512620071,MALTS (linear)
2012,19.708551177515446,MALTS (linear)
2013,8.551409408915541,MALTS (linear)
2014,19.734012515709388,MALTS (linear)
2015,34.46733402530533,MALTS (linear)
2016,10.448689328094364,MALTS (linear)
2017,28.975808960709514,MALTS (linear)
2018,14.434308467879989,MALTS (linear)
2019,19.29240000701815,MALTS (linear)
2020,6.196512063075568,MALTS (linear)
2021,21.118486364655553,MALTS (linear)
2022,14.653928063437343,MALTS (linear)
2023,2.276915956550779,MALTS (linear)
2024,4.168979593114653,MALTS (linear)
2025,8.650997250420755,MALTS (linear)
2026,32.935596943579924,MALTS (linear)
2027,15.84997826467335,MALTS (linear)
2028,13.234403552957485,MALTS (linear)
2029,11.239066382484307,MALTS (linear)
2030,8.906376883660224,MALTS (linear)
2031,6.952325296941813,MALTS (linear)
2032,22.70199666870903,MALTS (linear)
2033,1.2201566167544018,MALTS (linear)
2034,0.9190071773387619,MALTS (linear)
2035,5.037356693746761,MALTS (linear)
2036,1.0734543575622704,MALTS (linear)
2037,4.97071275944522,MALTS (linear)
2038,3.7851991357603163,MALTS (linear)
2039,2.6446187335513076,MALTS (linear)
2040,28.338348208600088,MALTS (linear)
2041,2.2180504595059913,MALTS (linear)
2042,15.482855528257463,MALTS (linear)
2043,21.701780897660583,MALTS (linear)
2044,3.416123831710843,MALTS (linear)
2045,9.318248020227362,MALTS (linear)
2046,4.200842468461869,MALTS (linear)
2047,6.386003263811478,MALTS (linear)
2048,35.27691120094969,MALTS (linear)
2049,5.479677997458249,MALTS (linear)
2050,30.445027676378693,MALTS (linear)
2051,10.628054355099923,MALTS (linear)
2052,23.521325141849903,MALTS (linear)
2053,4.148475714635616,MALTS (linear)
2054,5.318174531769941,MALTS (linear)
2055,5.398038504018791,MALTS (linear)
2056,22.240440443071382,MALTS (linear)
2057,3.547218799244286,MALTS (linear)
2058,2.2740171652285968,MALTS (linear)
2059,20.189065878439287,MALTS (linear)
2060,14.898957471576816,MALTS (linear)
2061,11.97962328584911,MALTS (linear)
2062,7.751802310192741,MALTS (linear)
2063,1.2149520645414418,MALTS (linear)
2064,23.638794281314997,MALTS (linear)
2065,9.730475250128324,MALTS (linear)
2066,12.349580394601304,MALTS (linear)
2067,20.30165843271202,MALTS (linear)
2068,10.345281050742349,MALTS (linear)
2069,6.236243171612268,MALTS (linear)
2070,1.8870027313991444,MALTS (linear)
2071,0.43866828189031626,MALTS (linear)
2072,6.174804740376026,MALTS (linear)
2073,9.409609346814912,MALTS (linear)
2074,25.502510962002884,MALTS (linear)
2075,12.388024511367492,MALTS (linear)
2076,4.31705984335059,MALTS (linear)
2077,0.8532482121895144,MALTS (linear)
2078,5.344161992781487,MALTS (linear)
2079,9.735703946460765,MALTS (linear)
2080,33.42756856168697,MALTS (linear)
2081,44.40789174977778,MALTS (linear)
2082,19.88397778089815,MALTS (linear)
2083,8.960186412971316,MALTS (linear)
2084,0.009352301547989932,MALTS (linear)
2085,0.08993361431596016,MALTS (linear)
2086,12.864023830989298,MALTS (linear)
2087,3.425750988983863,MALTS (linear)
2088,0.15385609140584722,MALTS (linear)
2089,0.810471120978363,MALTS (linear)
2090,7.337124300731947,MALTS (linear)
2091,12.77613496931234,MALTS (linear)
2092,4.68971765358016,MALTS (linear)
2093,3.768676208096237,MALTS (linear)
2094,30.28113326734909,MALTS (linear)
2095,41.97132493562482,MALTS (linear)
2096,3.154938412358152,MALTS (linear)
2097,32.37588066160255,MALTS (linear)
2098,21.936628958319275,MALTS (linear)
2099,8.375527134746658,MALTS (linear)
2100,23.104889886992375,MALTS (linear)
2101,17.473554556448708,MALTS (linear)
2102,5.139370651148154,MALTS (linear)
2103,11.82799385849764,MALTS (linear)
2104,4.4156028430164955,MALTS (linear)
2105,4.286467401539181,MALTS (linear)
2106,21.620348974223955,MALTS (linear)
2107,1.2999794100291593,MALTS (linear)
2108,0.9353885738630209,MALTS (linear)
2109,10.495529922362977,MALTS (linear)
2110,12.07220806800696,MALTS (linear)
2111,3.597145586599551,MALTS (linear)
2112,18.261069631577342,MALTS (linear)
2113,3.46646411326944,MALTS (linear)
2114,8.791601127806329,MALTS (linear)
2115,8.214567968856233,MALTS (linear)
2116,5.719533455570062,MALTS (linear)
2117,5.472078163462053,MALTS (linear)
2118,5.758003673809299,MALTS (linear)
2119,20.748181720689935,MALTS (linear)
2120,7.70382902274527,MALTS (linear)
2121,3.973666984626974,MALTS (linear)
2122,13.091795077653021,MALTS (linear)
2123,3.4683479179920997,MALTS (linear)
2124,18.035264660596305,MALTS (linear)
2125,49.3655575922183,MALTS (linear)
2126,18.407194491822914,MALTS (linear)
2127,3.3388952296821928,MALTS (linear)
2128,19.374845620116314,MALTS (linear)
2129,6.445775204268152,MALTS (linear)
2130,6.82067476963222,MALTS (linear)
2131,4.7640115139688755,MALTS (linear)
2132,0.46873624320625623,MALTS (linear)
2133,7.902405520313807,MALTS (linear)
2134,16.837242230237422,MALTS (linear)
2135,5.266927224279585,MALTS (linear)
2136,8.34620262868654,MALTS (linear)
2137,2.790186801746009,MALTS (linear)
2138,1.1388262806648393,MALTS (linear)
2139,17.43992707924751,MALTS (linear)
2140,10.800168952621206,MALTS (linear)
2141,1.280648815423187,MALTS (linear)
2142,20.961586362653577,MALTS (linear)
2143,11.323407428316527,MALTS (linear)
2144,10.074366026421632,MALTS (linear)
2145,7.430220430018335,MALTS (linear)
2146,11.707301977207079,MALTS (linear)
2147,9.419435230319818,MALTS (linear)
2148,43.30332167519674,MALTS (linear)
2149,9.361853051064802,MALTS (linear)
2150,9.1269400098337,MALTS (linear)
2151,6.99832392714587,MALTS (linear)
2152,7.368920487960766,MALTS (linear)
2153,17.46716344198186,MALTS (linear)
2154,23.67832401983263,MALTS (linear)
2155,0.7004826380843218,MALTS (linear)
2156,5.31623317460423,MALTS (linear)
2157,27.26450458422241,MALTS (linear)
2158,8.008507636950322,MALTS (linear)
2159,15.721506029024635,MALTS (linear)
2160,4.717586965472267,MALTS (linear)
2161,23.700397422182718,MALTS (linear)
2162,12.44738981870507,MALTS (linear)
2163,6.22115529028581,MALTS (linear)
2164,13.634928941497432,MALTS (linear)
2165,14.106644671762671,MALTS (linear)
2166,3.182996373533525,MALTS (linear)
2167,7.466546419868135,MALTS (linear)
2168,21.916948890625633,MALTS (linear)
2169,20.646036903396364,MALTS (linear)
2170,2.483077917595578,MALTS (linear)
2171,1.8217881809318204,MALTS (linear)
2172,14.067590401021182,MALTS (linear)
2173,17.803236597189283,MALTS (linear)
2174,33.45190010317333,MALTS (linear)
2175,21.60179773805424,MALTS (linear)
2176,6.646753694034128,MALTS (linear)
2177,14.476356441655792,MALTS (linear)
2178,17.159960271990407,MALTS (linear)
2179,2.4199162556591127,MALTS (linear)
2180,2.1211875468285135,MALTS (linear)
2181,3.640914091770525,MALTS (linear)
2182,15.751995811474103,MALTS (linear)
2183,4.6869809172567996,MALTS (linear)
2184,12.509811093526821,MALTS (linear)
2185,12.591297697786121,MALTS (linear)
2186,3.9536141302096275,MALTS (linear)
2187,16.060385510505263,MALTS (linear)
2188,10.157431716328306,MALTS (linear)
2189,5.2507964609573285,MALTS (linear)
2190,0.7792667250154148,MALTS (linear)
2191,2.9595905158605382,MALTS (linear)
2192,3.043873057794675,MALTS (linear)
2193,6.473179837935585,MALTS (linear)
2194,5.601181403089123,MALTS (linear)
2195,12.147732016402713,MALTS (linear)
2196,45.93318849034671,MALTS (linear)
2197,4.789458535212201,MALTS (linear)
2198,38.34939892709689,MALTS (linear)
2199,11.513159044978611,MALTS (linear)
2200,4.240171891312804,MALTS (linear)
2201,8.724853194405823,MALTS (linear)
2202,25.924324199868444,MALTS (linear)
2203,15.991128715837775,MALTS (linear)
2204,9.521416655803346,MALTS (linear)
2205,5.630580135102938,MALTS (linear)
2206,1.1552250154164354,MALTS (linear)
2207,12.146490388301935,MALTS (linear)
2208,9.24433255226544,MALTS (linear)
2209,29.842756598825698,MALTS (linear)
2210,3.70909087020156,MALTS (linear)
2211,5.639924370958588,MALTS (linear)
2212,14.71529980026253,MALTS (linear)
2213,9.702127405570977,MALTS (linear)
2214,0.044855710429703884,MALTS (linear)
2215,14.549137859261679,MALTS (linear)
2216,17.15387947053135,MALTS (linear)
2217,10.354511454238429,MALTS (linear)
2218,4.433054336071001,MALTS (linear)
2219,16.87656158898492,MALTS (linear)
2220,5.556040597967416,MALTS (linear)
2221,20.719052634126506,MALTS (linear)
2222,4.6396915036955155,MALTS (linear)
2223,2.882749146778741,MALTS (linear)
2224,1.3535495774072668,MALTS (linear)
2225,25.15423825844157,MALTS (linear)
2226,8.642471354554337,MALTS (linear)
2227,13.955518394767624,MALTS (linear)
2228,8.234604272259036,MALTS (linear)
2229,5.380644646379387,MALTS (linear)
2230,17.71828622736163,MALTS (linear)
2231,1.4586489187453666,MALTS (linear)
2232,2.6117273686010725,MALTS (linear)
2233,10.403120157357446,MALTS (linear)
2234,0.7437711998206364,MALTS (linear)
2235,36.98103825488003,MALTS (linear)
2236,23.184957776521685,MALTS (linear)
2237,21.830843574996297,MALTS (linear)
2238,1.7677010892649698,MALTS (linear)
2239,7.532028884089375,MALTS (linear)
2240,13.298523628335127,MALTS (linear)
2241,11.070007965107251,MALTS (linear)
2242,4.1267571712300715,MALTS (linear)
2243,17.01521370071501,MALTS (linear)
2244,1.3786473710068172,MALTS (linear)
2245,1.8838307467951694,MALTS (linear)
2246,16.70833014924431,MALTS (linear)
2247,3.7366167414114533,MALTS (linear)
2248,4.864223320055109,MALTS (linear)
2249,22.45734861651885,MALTS (linear)
2250,7.233826941047153,MALTS (linear)
2251,4.849706193778662,MALTS (linear)
2252,25.355813135648447,MALTS (linear)
2253,14.946963201164579,MALTS (linear)
2254,1.7145786967649055,MALTS (linear)
2255,12.925952409743264,MALTS (linear)
2256,17.649977816639183,MALTS (linear)
2257,45.56345270100762,MALTS (linear)
2258,25.121795849720748,MALTS (linear)
2259,21.9030602203019,MALTS (linear)
2260,5.7048765325327215,MALTS (linear)
2261,27.537054913719995,MALTS (linear)
2262,8.811927794685129,MALTS (linear)
2263,16.782808287274605,MALTS (linear)
2264,13.848887691268269,MALTS (linear)
2265,13.62055943800308,MALTS (linear)
2266,11.03507537470484,MALTS (linear)
2267,3.678219018468387,MALTS (linear)
2268,39.35502731528133,MALTS (linear)
2269,26.15269115627718,MALTS (linear)
2270,10.59656756876875,MALTS (linear)
2271,2.6005103037147697,MALTS (linear)
2272,6.515204071081078,MALTS (linear)
2273,1.7195102727300533,MALTS (linear)
2274,11.027174095790944,MALTS (linear)
2275,5.447176546498995,MALTS (linear)
2276,4.136375194754648,MALTS (linear)
2277,22.09353038374761,MALTS (linear)
2278,1.28606887305394,MALTS (linear)
2279,2.601486287352964,MALTS (linear)
2280,2.7252462714852315,MALTS (linear)
2281,8.543345203785545,MALTS (linear)
2282,14.35008718364703,MALTS (linear)
2283,6.184015775855584,MALTS (linear)
2284,6.031384109582079,MALTS (linear)
2285,6.643652975271936,MALTS (linear)
2286,3.9253463529318493,MALTS (linear)
2287,9.741027801287176,MALTS (linear)
2288,3.6184029155892214,MALTS (linear)
2289,39.82213207939831,MALTS (linear)
2290,4.4755781048875365,MALTS (linear)
2291,1.3198807150515275,MALTS (linear)
2292,37.37747886212574,MALTS (linear)
2293,1.4775200378303022,MALTS (linear)
2294,25.975894694560402,MALTS (linear)
2295,7.064561833425737,MALTS (linear)
2296,11.096346161001176,MALTS (linear)
2297,2.5456350825332774,MALTS (linear)
2298,15.38619542758771,MALTS (linear)
2299,10.52892462350849,MALTS (linear)
2300,2.1607426610251017,MALTS (linear)
2301,12.432028586142675,MALTS (linear)
2302,2.8101494146377135,MALTS (linear)
2303,0.5136928418693746,MALTS (linear)
2304,0.9688620063924069,MALTS (linear)
2305,8.225298774246006,MALTS (linear)
2306,2.539307238724973,MALTS (linear)
2307,0.16396497947018604,MALTS (linear)
2308,4.838444673713261,MALTS (linear)
2309,1.1840869201412154,MALTS (linear)
2310,6.560577865638442,MALTS (linear)
2311,13.444982685328966,MALTS (linear)
2312,1.7657930025910131,MALTS (linear)
2313,6.439170981322713,MALTS (linear)
2314,15.102168428077196,MALTS (linear)
2315,9.059824445135483,MALTS (linear)
2316,8.162692621834502,MALTS (linear)
2317,13.392288480179944,MALTS (linear)
2318,0.4452609227203323,MALTS (linear)
2319,4.855268602550546,MALTS (linear)
2320,4.7025613768444545,MALTS (linear)
2321,23.45542420943774,MALTS (linear)
2322,4.616017743775334,MALTS (linear)
2323,12.219226131824676,MALTS (linear)
2324,21.677549476119673,MALTS (linear)
2325,61.240231561161885,MALTS (linear)
2326,2.852749268077027,MALTS (linear)
2327,9.518087127433942,MALTS (linear)
2328,34.328988198350046,MALTS (linear)
2329,1.3921101555637347,MALTS (linear)
2330,32.417990689499376,MALTS (linear)
2331,3.9185133940845085,MALTS (linear)
2332,12.145290889783714,MALTS (linear)
2333,2.421199716086099,MALTS (linear)
2334,2.8759600001432877,MALTS (linear)
2335,2.268941243249103,MALTS (linear)
2336,14.366177749561649,MALTS (linear)
2337,9.851901945562542,MALTS (linear)
2338,5.3103946868811684,MALTS (linear)
2339,5.427544782639979,MALTS (linear)
2340,37.17216968070565,MALTS (linear)
2341,5.706786440621571,MALTS (linear)
2342,4.290944888257593,MALTS (linear)
2343,9.781554249037224,MALTS (linear)
2344,4.777502051641267,MALTS (linear)
2345,5.238574437821284,MALTS (linear)
2346,5.053120691608271,MALTS (linear)
2347,6.76319478686991,MALTS (linear)
2348,3.277199647323318,MALTS (linear)
2349,4.540571441959939,MALTS (linear)
2350,9.199022388617948,MALTS (linear)
2351,13.360476059236658,MALTS (linear)
2352,14.383389432093535,MALTS (linear)
2353,0.027750841682740744,MALTS (linear)
2354,5.216197318292482,MALTS (linear)
2355,4.694604000729458,MALTS (linear)
2356,8.794823309253266,MALTS (linear)
2357,19.19895064481593,MALTS (linear)
2358,20.83276762084567,MALTS (linear)
2359,2.0356802031582384,MALTS (linear)
2360,49.441233963061194,MALTS (linear)
2361,25.49463138306108,MALTS (linear)
2362,1.903767507166633,MALTS (linear)
2363,2.847038712465472,MALTS (linear)
2364,4.918265655789316,MALTS (linear)
2365,0.9623690276800134,MALTS (linear)
2366,13.873940444801814,MALTS (linear)
2367,20.07179898395923,MALTS (linear)
2368,1.807620160220819,MALTS (linear)
2369,18.116240232733258,MALTS (linear)
2370,4.263886906640016,MALTS (linear)
2371,20.89225189024379,MALTS (linear)
2372,30.967190010515854,MALTS (linear)
2373,5.554112903121676,MALTS (linear)
2374,14.888302260978781,MALTS (linear)
2375,2.8221106011936756,MALTS (linear)
2376,6.168719322137403,MALTS (linear)
2377,2.7414993102561667,MALTS (linear)
2378,7.5663631975324135,MALTS (linear)
2379,4.423976404977093,MALTS (linear)
2380,7.216217495932395,MALTS (linear)
2381,1.2767179746336934,MALTS (linear)
2382,12.08463899646879,MALTS (linear)
2383,0.9265539620444972,MALTS (linear)
2384,11.318605416932002,MALTS (linear)
2385,8.561265010741735,MALTS (linear)
2386,4.219488593672206,MALTS (linear)
2387,32.485916984537724,MALTS (linear)
2388,36.21842378871892,MALTS (linear)
2389,0.9245520234566394,MALTS (linear)
2390,14.391055445487233,MALTS (linear)
2391,5.645503818301368,MALTS (linear)
2392,0.46538307280857666,MALTS (linear)
2393,3.5461075256068995,MALTS (linear)
2394,4.8766493914771445,MALTS (linear)
2395,13.498055193041145,MALTS (linear)
2396,51.11139355985661,MALTS (linear)
2397,0.7606432768758075,MALTS (linear)
2398,4.298803371838656,MALTS (linear)
2399,17.389015411897816,MALTS (linear)
2400,2.493633735385583,MALTS (linear)
2401,4.408161873320554,MALTS (linear)
2402,21.16489109524151,MALTS (linear)
2403,9.156082235439198,MALTS (linear)
2404,8.915987617979008,MALTS (linear)
2405,2.9850393375782707,MALTS (linear)
2406,0.16640887714423525,MALTS (linear)
2407,4.930683226950617,MALTS (linear)
2408,9.092612512324964,MALTS (linear)
2409,4.031902020499093,MALTS (linear)
2410,33.222930951134636,MALTS (linear)
2411,4.577669079528972,MALTS (linear)
2412,1.620293397038806,MALTS (linear)
2413,3.3274377942361615,MALTS (linear)
2414,15.970951025339003,MALTS (linear)
2415,16.291740770429143,MALTS (linear)
2416,7.663677789827967,MALTS (linear)
2417,23.047485661718973,MALTS (linear)
2418,13.048590300590318,MALTS (linear)
2419,6.964537681557744,MALTS (linear)
2420,8.351231974124081,MALTS (linear)
2421,14.742732826050203,MALTS (linear)
2422,5.871184098181497,MALTS (linear)
2423,25.508832844876956,MALTS (linear)
2424,0.7337698319796325,MALTS (linear)
2425,15.304360289700375,MALTS (linear)
2426,20.918702688353196,MALTS (linear)
2427,23.426282249607087,MALTS (linear)
2428,9.801220052325693,MALTS (linear)
2429,10.58946333409785,MALTS (linear)
2430,16.58234655443368,MALTS (linear)
2431,8.899206975950843,MALTS (linear)
2432,23.65192338473682,MALTS (linear)
2433,4.199703827127242,MALTS (linear)
2434,8.215624687589134,MALTS (linear)
2435,11.063749371739094,MALTS (linear)
2436,3.182701336628899,MALTS (linear)
2437,1.4079500243865732,MALTS (linear)
2438,11.848417403131535,MALTS (linear)
2439,10.661780977502284,MALTS (linear)
2440,17.060820520262475,MALTS (linear)
2441,10.378081975487168,MALTS (linear)
2442,2.2974859822427236,MALTS (linear)
2443,14.278181134265623,MALTS (linear)
2444,2.413010549707209,MALTS (linear)
2445,4.309809753975248,MALTS (linear)
2446,45.615711396782686,MALTS (linear)
2447,4.145204580965307,MALTS (linear)
2448,12.111057184567404,MALTS (linear)
2449,9.68171155535853,MALTS (linear)
2450,3.509838689424423,MALTS (linear)
2451,14.295657407701784,MALTS (linear)
2452,14.938642296567622,MALTS (linear)
2453,38.07252947537801,MALTS (linear)
2454,1.3735543441808464,MALTS (linear)
2455,27.996059607192898,MALTS (linear)
2456,9.987862541169577,MALTS (linear)
2457,6.43104426061903,MALTS (linear)
2458,7.322478306295325,MALTS (linear)
2459,1.4385803533227164,MALTS (linear)
2460,2.922833934326063,MALTS (linear)
2461,32.71898713289778,MALTS (linear)
2462,3.826738783488081,MALTS (linear)
2463,6.319755739983844,MALTS (linear)
2464,3.117601969218824,MALTS (linear)
2465,0.45836874823636625,MALTS (linear)
2466,14.235627005757525,MALTS (linear)
2467,2.0130225756229465,MALTS (linear)
2468,5.967677408308625,MALTS (linear)
2469,5.7933445024605605,MALTS (linear)
2470,5.762787084867252,MALTS (linear)
2471,21.801700312919188,MALTS (linear)
2472,18.08704685651928,MALTS (linear)
2473,23.35510397638847,MALTS (linear)
2474,3.434183807692655,MALTS (linear)
2475,10.351652618971526,MALTS (linear)
2476,8.627993561974884,MALTS (linear)
2477,15.313881779887243,MALTS (linear)
2478,4.3686244241384005,MALTS (linear)
2479,11.884834831222523,MALTS (linear)
2480,22.11840603845672,MALTS (linear)
2481,6.460640271097261,MALTS (linear)
2482,5.3735967352397855,MALTS (linear)
2483,4.5996668906528235,MALTS (linear)
