,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,avg.CATE,std.CATE,re78,treat,avg.Diameter,std.gbr.CATE,avg.gbr.CATE,std.gp.CATE,avg.gp.CATE,std.br.CATE,avg.br.CATE
63,2302.1595977783204,,2321.146343994141,-161.65218811035174,3035.8732391357416,,4384.364294433593,-918.144314575195,,-847.4312408447267,4384.672384643555,-539.5639556884771,836.21484375,,2004.4212402343746,6375.459985351563,,1608.9383178710937,5911.680572509766,2810.0100036621093,,998.6470153808596,-2814.8444610595707,705.2879760742185,,6575.214129638672,-2269.553201293945,-455.6605621337894,,3429.332330322266,3593.360827636719,3461.2016296386723,4275.111242675781,-2079.212442016601,,-1306.6562133789062,2799.3421112060546,-714.5096832275394,,798.6939270019529,,3701.2277343749997,1737.9479919433588,1519.2206024169918,,1973.2971801757817,5104.079559326172,1346.5895812988283,1157.8181640625003,,-2623.7550445556635,803.9439941406254,,347.216403198242,3151.314190673828,-288.2080963134763,856.4246215820308,3172.0789672851565,,4079.0261932373046,3170.8472290039067,1837.8260345458984,1176.9733703613283,,1151.3203460693358,5896.600048828125,,5454.11156616211,874.5148071289063,1462.2376068115232,-401.39696044921857,,3168.198205566406,652.1828948974608,,2331.6871459960935,1386.6422210693363,,1137.441635131836,2634.1545349121093,2172.659545585247,1411.7712375290707,1923.93798828125,1.0,36.30038121570135,1411.7712375290707,2172.659545585247,75.69505386354186,2003.6704096478163,2339.3485278541843,1748.6043569260164
64,-1599.407455444336,2248.810610961914,,-5600.154721069336,-440.3704925537113,-1308.5678741455076,,-920.4848022460938,-1358.4331024169924,,-175.1223999023441,-3544.04626159668,-2511.3576538085945,1088.4012237548823,,1493.18694152832,-1471.5561279296871,872.6806549072262,,-3303.0209930419924,286.0762451171868,,-1802.4446136474608,-966.5680389404297,,-1845.446383666992,1848.6505035400387,-500.4184936523443,-781.137521362305,,-106.91586914062464,-37.05772399902344,-3542.5153076171873,-306.4014984130863,791.8140045166019,,804.9103790283207,,-4346.575280761719,-686.655722045899,,-1604.485202026367,-1453.4407470703136,-1452.6865692138672,393.3561431884764,-2432.0442260742184,357.6179840087889,,-1252.2616302490233,,-2530.8041381835938,-1150.2238494873045,,162.4910430908203,-2581.919259643554,-2805.061328125,-896.7483520507812,-611.4706512451166,,17.605520629883358,-4303.211889648437,-883.5373504638674,,2440.707937622071,368.9236114501955,1658.306167602539,,-2313.831298828125,383.3812530517571,,-674.9662200927733,-2670.2456665039062,282.82373046875,-561.0643768310547,,312.35653381347583,1278.7753814697262,,-688.0179687500004,-2935.31481628418,-781.2975616175512,1135.663836156059,3196.571044921875,1.0,130431.4430858751,1135.663836156059,-781.2975616175512,90.34315667379217,-879.4295933840566,2347.0667055059407,320.85798530308693
65,,6276.007034301758,3286.715133666992,5840.752185058594,6759.233264160155,,6258.916751098633,-2215.7554779052734,3658.989682006836,3995.59521484375,2694.8531097412115,,9189.198388671874,5187.04071044922,3924.4181762695307,,4909.84052734375,3614.196469116211,,5300.361422729493,4895.020812988282,3885.011804199219,-2380.127096557617,,5187.669314575195,,-1969.538858032227,6077.741024780273,,4427.287008666993,2503.931481933594,7973.036233520507,,683.1064605712891,4187.429095458984,689.5775024414061,,6333.045144653321,3522.902563476562,7384.6020629882805,3621.636837768555,3898.150109863281,7868.599868774415,,1139.9360534667967,4768.802075195313,,4104.86413269043,4294.108801269532,5351.659924316406,,6433.799874877929,4593.972994995117,5317.593005371094,,1930.9890777587889,2704.253063964844,4040.2112884521484,,2563.3051727294924,2908.399011230468,4562.724639892579,7047.539944458008,,,3604.849075317383,1397.2002655029291,6743.331860351563,7426.029357910155,3515.2640930175785,,2410.1399047851564,3529.4016235351564,4588.237301635742,,7564.238430786133,,4490.198489379883,2438.589340209961,4084.9228637695314,3429.283993571729,1092.5768233934414,4666.23583984375,1.0,55.408841023541164,1092.5768233934414,3429.283993571729,71.48970507140449,4299.105299129357,2355.0717013392205,2378.6050872821456
66,,2081.645123291016,5688.864129638672,1496.5539794921879,-1797.940606689453,,4824.242321777345,-505.415771484375,20.793231201172603,1602.5854892730713,4875.977673339844,,3378.796154785156,,3174.795928955078,2456.434796142578,4469.281597900391,-525.0320800781251,2101.4692810058596,,4764.967889404297,,184.32302246093786,3693.227813720703,825.6346374511718,3447.1277526855465,,-213.1140991210932,1592.9715820312504,,286.04065551757776,1345.2794677734378,1464.056561279297,,4029.1820739746095,867.1351230621331,,2189.8100830078124,1344.8015808105465,5237.164581298828,1481.8414001464844,4322.445172119141,5158.8978271484375,,3485.707513427734,6655.592864990235,,2166.133923339844,1562.1536804199222,-357.35190429687555,858.9253967285158,,4971.57973022461,3077.6044494628904,6522.410540771484,,2182.6395568847665,3578.2941528320307,,3345.3807556152346,8805.31683959961,,804.4640319824211,1496.4488281249996,,5266.974603271485,3263.2052612304688,5311.129266357422,4214.654168701172,-255.52066040039062,3009.86879272461,,4197.914422607421,-1349.4096401214601,,4500.387310791016,,3083.6319824218754,6.507474136352357,2337.729455566406,2468.0211244352035,868.6220055074756,549.2984008789062,1.0,10.687944797902363,868.6220055074756,2468.0211244352035,68.89045033004804,2544.949225386651,2352.3500046617464,1815.3499339558011
67,1460.2008209228516,3359.5662902832037,,-2067.080502319336,,3833.8784790039067,934.7653625488283,2852.1482482910155,1498.372491455078,397.82115783691415,,-773.5217132568359,1310.5985870361328,2333.5974731445312,,7111.2606506347665,3318.645422363281,2023.2382873535157,4209.827960205078,,,1336.5321929931642,162.03255310058603,1338.2311889648436,1296.8088562011717,,-79.45503845214853,1521.183477783203,3918.145083618164,,5600.173931884766,1597.240802001953,3659.319116210937,,1886.1861328124996,255.99502563476562,1020.8686431884767,2756.8621398925784,2794.9172424316407,,-135.3028900146487,,3378.924078369141,-1127.647933959961,1291.2401733398438,,5672.3666320800785,2060.209927368164,4065.0019470214847,,1035.4470123291017,2990.536651611328,4234.690274047853,1122.6919586181643,3151.314190673828,,856.4246215820308,3707.427227783203,4520.430194091798,,3170.8472290039067,554.0969390869141,,523.018716430664,,3968.4011352539064,391.97413635253906,3169.1392089843753,2766.788830566406,,-401.39696044921857,4609.333892822266,2208.3441040039065,,3021.8986419677735,2331.6871459960935,2777.001333618164,,1121.601675415039,2233.6558990478516,2252.1372638163757,1417.7493974517806,762.9146118164062,1.0,114.80724570501592,1417.7493974517806,2252.1372638163757,89.97869111436115,2117.050706715362,2325.569052123471,1446.699825491295
68,794.1332153320318,1908.4652770996095,5129.343377685546,,795.7711059570311,4847.715301513672,,-1530.2087402343755,320.45947265625,,1383.2601684570309,324.99998779296857,1606.8243591308592,1346.029541015625,3475.283978271484,,2001.3188537597657,1489.6221313476562,1833.747503662109,,,3646.505212402344,2072.184191894531,722.7419494628912,,3661.427655029297,-223.44433898925809,-1349.0264892578125,4215.623162841797,2952.6737426757813,1547.0468811035157,,,-576.1536254882812,2774.5874511718753,-2621.7245819091795,,3648.8725219726557,-828.5998901367184,1813.9611633300783,2641.757733154297,3159.8716369628905,6180.827587890626,,,4662.353533935546,5234.151257324218,-1744.3960632324215,3488.513446044922,1262.7103088378904,-262.32939758300836,,2744.1754577636716,,3074.3236511230466,-2021.589001464844,250.54337158203134,,5210.6425903320305,4162.560247802734,6353.089990234375,,4439.083099365234,2572.1556671142575,,2225.211566162109,-80.07274169921857,2464.7842224121096,2660.695550537109,759.9360137939452,1775.323773193359,,1888.5601501464844,,2333.341015625,4176.007800292969,-959.0615844726562,1713.2099975585938,-423.4902435302729,,2203.61298232957,1394.5909947212083,10694.2900390625,1.0,18.079803686614277,1394.5909947212083,2203.61298232957,72.00609155407925,1891.926524968588,2342.953732139609,1744.2390790115683
69,2724.371051025391,2081.645123291016,5688.864129638672,,-1797.940606689453,6805.172961425781,4824.242321777345,,,1602.5854892730713,4875.977673339844,2061.2284519195555,,1769.985375976562,3174.795928955078,2456.434796142578,4469.281597900391,-525.0320800781251,2101.4692810058596,,,8852.069006347658,184.32302246093786,3693.227813720703,825.6346374511718,3447.1277526855465,-1837.2849731445308,,1592.9715820312504,5318.02117919922,286.04065551757776,,1464.056561279297,988.2866027832033,4029.1820739746095,,5873.625762939453,2189.8100830078124,1344.8015808105465,,1481.8414001464844,4322.445172119141,,2030.108819580078,3485.707513427734,6655.592864990235,4160.522631835937,,1562.1536804199222,-357.35190429687555,,-1046.5653591156006,4971.57973022461,3077.6044494628904,6522.410540771484,,2182.6395568847665,3578.2941528320307,,3345.3807556152346,,1980.8074645996094,804.4640319824211,1496.4488281249996,2098.544388198853,5266.974603271485,3263.2052612304688,,4214.654168701172,-255.52066040039062,3009.86879272461,,4197.914422607421,-1349.4096401214601,,4500.387310791016,1613.4231811523432,3083.6319824218754,,2337.729455566406,2468.0211244352035,868.6220055074756,0.0,1.0,10.326894528779565,868.6220055074756,2468.0211244352035,68.89045033004804,2544.949225386651,2352.3500046617464,1815.3499339558011
70,,-1558.826440429687,771.1926879882817,-1745.2447021484377,,2041.697448730469,-2187.524682617188,-1618.5747802734372,-3248.10380859375,-2059.410302734375,-1122.182006835938,,-2553.784033203125,-3061.5105957031246,,-4364.396350097656,-3538.7730590820315,,-853.0828125000003,-4184.557080078125,-2949.2797363281247,-1986.6548217773434,,-54.96265869140598,-1778.4499023437502,,-1924.1970947265627,-2403.5855224609377,-2668.6216796875,-2601.0371582031253,,-3748.6531494140627,,-1583.421533203125,-695.7532592773441,-6253.886816406251,-3741.7785644531255,-1639.7852539062499,,-3147.1804565429684,-508.63901367187464,-219.1344238281249,,-2787.3885986328123,,1041.8862792968753,-1105.3927734375002,-4989.534472656251,-3865.05966796875,-2602.203295898438,-3234.564794921875,,-2661.9313598632816,-1643.3007080078123,1029.651599121094,,-770.8262084960938,,-1644.30947265625,-2823.0311767578123,-436.63267822265607,,-2891.562390136719,-1827.5220214843748,-2682.3520019531247,-4256.908532714844,,-2427.673645019531,,-1070.395874023437,774.6385742187504,-2650.166394042969,-346.1558471679691,863.6452880859374,-3323.7252105712887,,-988.9282867431639,-5674.320385742188,-2537.4341064453124,,-1055.2194732452476,1274.0488309337702,0.0,1.0,39.09535368675994,1274.0488309337702,-1055.2194732452476,82.41281894896534,-2243.3073190884443,2328.7778318542405,1134.0913810394313
71,2738.199560546875,4861.9482299804695,,4469.1823455810545,,4342.913061523437,3333.972277832031,2283.3254791259765,3717.0139831542965,1658.7654571533203,5140.466464233398,,3113.5807373046873,2259.14404296875,6225.065991210938,,4806.271020507813,,4221.795947265625,2964.198498535156,2509.11103515625,1824.1758544921877,,4646.221362304687,2752.043090820313,2406.9166015625,,3304.7440887451176,4122.217065429688,5824.937451171875,,896.7785034179688,6832.984960937501,2876.706991577148,,2550.7448608398436,3406.864660644531,2844.997573852539,6743.264361572265,,,5166.536923217773,3532.386083984375,2803.378561401367,6077.695751953124,6239.056982421875,1231.854846191406,,,4999.565783691407,3297.4917510986324,3471.177764892578,2801.8350708007815,3083.8151733398436,,3286.1407562255863,,2242.883386230469,5577.707934570311,5739.816418457031,3584.651391601563,2770.746353149414,5988.3138427734375,,5016.341867065429,6819.106005859374,2740.554147338867,,4691.684326171875,,1605.1147460937505,3832.2146484375003,,3876.6362396240233,1861.8831939697266,3910.226049804688,3500.156753540039,1249.878796386719,4465.408938598633,,3315.528524633306,1393.9387899757487,8546.71484375,1.0,187.20406043372893,1393.9387899757487,3315.528524633306,86.53234437320681,3746.7055591521303,2344.8649061703436,2791.2543145966783
72,156.3609436035158,4563.78013305664,6775.502838134766,,,9667.275012207032,6623.881469726563,2635.810595703125,7523.700634765624,,3693.511425781251,3712.4918701171873,6793.064654541016,,2593.8910766601566,4069.0060119628906,5489.638684082031,1196.6963867187515,,7109.34331665039,8083.522180175781,,-1205.7462158203125,905.7709106445309,2143.489367675781,4217.521728515626,7756.437963867187,,,7242.495611572266,2451.579602050781,4398.18115234375,700.2707641601564,,5016.467431640624,3184.645483398438,2265.184185791016,,6813.524340820311,7330.529980468749,4311.394201660157,5960.881103515625,4924.678527832031,,,6175.371008300781,4157.762310791015,247.7269104003908,2959.0737426757814,3729.299420166016,4491.908984374999,,,2826.7226623535153,8072.8306640625,7168.200488281251,2399.184924316406,4426.271203613282,7524.690380859374,,,6811.815332031249,6009.695855712891,-1772.0696533203127,1871.635229492188,5407.508996582031,3607.6988830566406,,4959.666076660156,,1134.538195800781,8013.24453125,3987.2402954101562,,6935.576123046874,6066.600891113281,5791.244946289062,6559.310009765624,,3065.5412231445307,4204.852964537722,1246.9291475515158,7479.65576171875,1.0,25.88756243029939,1246.9291475515158,4204.852964537722,77.20503210084115,4884.46757407522,2362.216781796629,2121.176128270756
73,,121.6997253417967,4614.129168701171,-1272.811996459961,-3325.613806152344,6805.172961425781,,-1530.2087402343755,1256.2354644775387,-678.0403930664061,,-551.8170532226559,2056.4466644287104,832.2744628906248,2442.2405700683594,,-2410.814642333984,-2481.975817871094,,995.1951599121089,3031.7026306152347,1229.9973907470703,,3226.007760620117,-1434.5665344238282,,-1940.9979614257809,-3805.132431030273,,1696.7773803710934,2427.26616821289,-2119.8450592041013,984.4861755371094,,-2471.4320617675785,-3722.2146362304684,-1015.2804412841797,2927.952038574219,,757.3266418457033,931.0740753173832,122.82149047851635,,-1201.5728149414062,2992.9436462402346,,2162.8199829101563,-1516.6179229736326,2693.4929626464846,-1004.8463165283201,-653.3545928955082,,3369.0809661865233,-2562.34040222168,2242.4204040527347,,1286.6436584472658,-1049.8574584960938,2345.4851196289064,,8805.31683959961,,3029.479144287109,-1197.9011932373046,-628.836141967774,,-1931.0637573242188,2258.1691833496097,2240.6903503417966,2845.623880004883,2716.0122741699215,,1798.6264343261719,251.27874755859375,,4500.387310791016,,-409.993014526367,-1349.7347259521484,-3848.7120422363287,1498.4461969106562,1098.2544131220352,0.0,1.0,19.10697206523198,1098.2544131220352,1498.4461969106562,70.25970435877635,1127.273230752656,2342.048132320804,1664.3976682384405
74,2233.322045898438,,4644.31533203125,-3706.970120239257,1595.4173339843755,4059.0457763671875,350.5134490966793,,901.0097503662109,5793.468139648437,6101.358285522461,,5479.005883789062,3091.682177734375,,3312.0663177490237,4733.447241210938,,4906.5615234375,3304.6203125,2091.9667083740233,2439.348510742188,,5614.854223632812,3503.6470458984377,3091.682177734375,,3848.4464599609364,7282.89305114746,,5475.555273437501,111.57663574218805,7805.185253906251,3911.7881591796868,3014.711267089844,,,4873.964804077148,1770.1366058349613,3317.4427246093755,4595.202255249023,5049.38134765625,,2612.4713378906245,,5955.189697265625,6087.589755249023,3041.930868530273,,2383.0131072998047,3633.905477905273,-205.85821838378888,2878.3819427490234,,2965.50927734375,4794.8560791015625,4586.082421875,566.5416473388677,5648.308471679688,,3584.651391601563,,5704.446557617187,-1243.4433959960943,,6537.773095703124,-4133.468252563476,3601.310009765625,5517.174511718749,-371.8916412353519,1321.2474609375004,,3528.4568359375,,5878.991293334961,3910.226049804688,3260.1756195068356,1188.8296630859377,,3595.7718353271484,3533.1818126917697,1173.0223418270812,647.20458984375,1.0,113.47813954778331,1173.0223418270812,3533.1818126917697,88.11579224485487,3326.7702216408843,2382.7633322031024,3478.480111413933
75,-2444.7485595703124,-967.5607421875002,,-3341.671948242187,-679.1321899414061,-3425.457379150391,-2549.7665527343747,,-424.55128173828143,-2416.2945678710935,,-1602.3044433593755,-2170.128039550781,-2287.413647460937,-2634.33251953125,,-2500.97705078125,-513.9665039062502,,922.5614501953132,,-1163.5216796875002,-1084.2862884521483,-456.72264404296857,,-3655.234252929687,-683.4284545898436,-1636.8819091796872,,-2559.8411010742184,-1965.4333251953121,-1296.398425292969,-1749.9033935546877,,-1857.4596984863283,-290.2194335937502,,669.5134887695312,-780.0623596191404,-1364.1055053710934,,-3212.7748046875,-1192.9794555664057,-2731.003747558593,-1997.8603027343752,-2164.576589965821,,-840.9592407226555,-2928.4481811523438,,-1181.0717407226566,903.4287658691405,,-1762.2799682617188,-241.0041229248045,-35.27025146484402,-2905.061322021484,-1205.0315917968755,,-1652.317724609375,-1765.003607177734,-409.1661254882815,-156.01361083984375,,-2585.758264160156,-3005.628771972656,,-1345.2649902343746,,-1307.6677978515622,-2753.1204376220703,-1005.9809692382814,,-760.176025390625,-582.0194091796875,-2715.638415527344,,-2972.455981445313,-646.8304199218751,-1518.1522460937495,-1493.9542597802438,1247.3955828896412,0.0,1.0,37.39358607244503,1247.3955828896412,-1493.9542597802438,79.66235084313188,-1262.5656495786259,2323.3067102736923,719.3965727042469
76,-2969.2596374511722,,831.4677585601803,1441.987872314453,334.3040039062503,2484.20757446289,2657.8048156738278,,,1333.1264221191404,291.84107055664026,-1805.7082702636717,3548.596685791016,,4527.781854248046,-1259.1427368164063,3007.073666763306,3589.0037597656255,,1450.1141174316404,3316.6837219238278,2655.7875976562505,,165.66989135742188,2418.0659549713137,,7172.454907226562,5406.503881835937,3303.1517028808594,806.0050876617429,,2133.19775390625,4961.469137954711,6553.0389404296875,3583.203283691407,,1731.9625549316406,,5334.388134765624,2999.2668518066403,724.2319702148438,4023.974887466431,,1082.9046691894537,2362.918878173828,1095.4381439208983,-1269.9637084960932,,,3980.175323486328,7066.731744384766,1480.9280517578122,3000.2722839355465,2765.590625,129.3624450683592,,1629.017794799805,1311.2242004394534,2337.3959812164308,,1061.4704528808593,1566.1774841308588,,-2784.906353759766,2347.627001953125,4198.3227813720705,2826.855743408203,,3765.7990940093996,6765.589868164063,-751.2477569580078,,3780.0615203857424,4481.340112304688,,491.43488464355414,1595.5077148437504,-2413.8647277832033,,5701.490728759766,1790.7793893182456,1212.0095578149253,11965.8095703125,1.0,8.506562718939794,1212.0095578149253,1790.7793893182456,67.4947851946486,2022.4693052197792,2352.4615710262187,1726.3343523195635
77,-1371.5110107421879,5503.958471679687,4973.84038696289,,-732.6305114746092,3464.99663696289,7568.723071289063,,4801.43837890625,1426.7035400390614,1519.507568359376,,4223.794732666016,,3262.090924072265,3047.283941650391,6215.512359619141,,5526.10288696289,7958.664770507813,8460.838092041016,5916.906494140624,,3201.0822326660154,3138.0487365722656,2961.706793212891,7236.990014648438,,3200.1251770019535,,958.1316528320312,3381.7284179687504,4559.9608947753895,6979.588720703125,7323.246112060547,,1300.3497314453134,1678.2637939453125,,6354.057916259765,1560.724145507811,,3782.8701293945314,1377.6862060546882,6240.794488525391,,2411.129174804688,661.1443176269531,,2353.7899169921875,6340.474389648437,2021.565185546875,3779.7792053222656,1034.895507812501,,4943.443603515626,,5851.5941162109375,6261.2806640625,2431.37241821289,6353.089990234375,,6268.686236572265,-871.1125244140621,,5070.150006103517,590.599853515625,5972.46548461914,6155.926275634766,8499.100415039062,3077.921820068359,,6333.457818603515,2568.0267822265614,7673.541894531249,,7052.395068359375,,1686.4665283203121,3894.9135253906243,3676.3422694162437,1329.0025338177054,9598.541015625,1.0,65.83164621542431,1329.0025338177054,3676.3422694162437,87.31782635731587,4085.935955144988,2374.547574837504,2192.2869832149886
78,1077.5512207031252,2006.623538208008,,3283.8980987548825,286.0142364501953,3153.9855468749997,3423.3135040283205,,1759.957180786133,,1778.496109008789,3606.7310577392577,,3077.529739379883,4414.155838012695,1339.943981933593,2879.144998168945,1083.0142333984377,,3010.613150024414,,1140.577526855469,3879.45598449707,2273.7955352783206,,3893.306372070312,3794.2579254150387,3942.7349884033206,1341.6575836181637,,981.7974151611324,2400.241458129883,,4999.489431762695,4257.584512329102,1491.407730102539,3035.0296142578127,1982.0940460205074,3892.771389770508,,1007.8445953369146,247.7120361328125,2122.7409698486326,,2358.315539550781,978.3314117431637,,3264.2504791259767,3495.5174346923823,,797.3242675781248,3243.5891143798826,3189.5198242187503,,3997.5929107666016,1531.4870635986326,,3563.9028198242186,690.6142364501957,4447.313064575195,3013.288992309571,2537.253747558594,1909.9239410400387,,351.78825988769495,4060.1009063720703,,4259.4360382080085,2012.6291290283198,,3995.26975402832,1110.2386138916017,4164.533374023437,3672.346853637695,1244.6465606689453,,3514.6923858642576,,104.43522033691352,3525.1039825439457,3239.538181597267,1394.2546889584003,10363.26953125,1.0,74540.1353903085,1394.2546889584003,3239.538181597267,90.34316154459084,2445.0877538184754,2345.28735243975,1086.1909573266653
79,1314.4587497711182,693.8477050781248,,1731.9208770751957,,1533.0076995849613,411.95120887756366,2013.500354003906,,2283.3223606109623,-259.18142356872613,1109.4973850250249,2363.125033569336,,714.620700073242,-599.2418422698975,,1558.7867431640625,674.4650177001954,-907.2302883148195,530.6481384277349,-893.9286132812495,761.0363037109378,,1446.464661026001,425.9641815185546,,1712.724963378906,3014.0820404052733,-1547.5325099945067,,-1629.4549255371094,5103.918152236938,,-2295.7114868164062,-853.2490173339838,292.0202640533453,-97.7623474121092,1791.9413146972656,,115.86544189453161,2411.6759250640866,1715.087875366211,,,657.2593021392822,1586.7093261718755,1886.4347625732426,-102.01770324707013,1740.8051727294924,,-1103.3383422851566,,-2131.7125915527345,-1732.092218017578,579.8036193847656,1781.9846439361568,638.0584934234621,1248.6015628814698,,672.4129333496094,2821.7362976074214,,3246.0993747711186,1571.9727634429937,497.0595245361328,967.3681823730467,,,-300.31348266601526,141.70973815917978,-345.52477416992224,1752.3869110107426,-404.7973476409911,,-5954.641925048827,1871.506237792969,,204.61044044494702,-1962.834637451172,1039.2980339952117,1051.5937262462808,18783.349609375,1.0,7.705170335396646,1051.5937262462808,1039.2980339952117,79.57412669364606,253.89732831078544,2348.9250694421353,1595.6787340204087
80,2518.892938232422,4250.764843749999,4581.547009277344,,5117.773040771484,,4000.553839111328,1705.2502929687498,5557.18384399414,4604.218829345704,4745.323785400391,,4655.16361694336,3089.2482421875,,5357.919976806641,5555.709490966798,,6461.893255615234,4709.857171630859,5250.051696777344,5149.610809326172,1354.6290039062496,,4020.329461669922,,5295.547631835938,3998.3649230957035,5259.208953857422,6081.522650146484,3779.0033203125004,,,6553.0389404296875,2717.874975585938,4605.250103759766,2668.630474853516,2620.5736877441404,5807.21123046875,,6009.034747314453,5721.370208740234,3773.1042419433597,,3323.2820983886722,,4346.460119628906,3066.375769042969,6740.243890380859,3960.2207153320314,6982.761236572266,,,2138.4870544433597,6114.48823852539,2482.047192382812,3389.472259521484,,6267.393713378906,5046.462127685547,,5392.324224853516,4983.570709228516,3013.0800170898438,2380.9986877441406,4907.563836669922,,6251.48583984375,4350.813244628906,6846.0609680175785,2412.1347351074223,,,4783.362231445313,4967.8763977050785,3079.2700317382814,,4070.0611267089844,3918.7690673828124,4331.055712890625,2755.866520254343,1195.2473802653456,18678.080078125,1.0,12.620349624049028,1195.2473802653456,2755.866520254343,69.77963042983946,3736.4074082262987,2349.943923072302,1486.8101200001793
81,3651.835443115234,5199.555281066895,4890.156941223144,,4255.89990234375,1043.0071655273441,6967.884547424317,,6815.834321594238,4823.533337402345,,5123.865901184083,5085.545210266113,6173.176885986328,,3517.260060119629,6264.127009582518,,4229.745625305176,5568.356129455567,5760.852589416503,5788.933198547363,,4762.417262268067,-48.759985351562136,,8415.625495910645,6120.205201721191,,2226.8971206665046,7641.820875549317,2460.8709472656255,3987.185607910157,2250.849250793457,,7665.379225158691,6954.42583770752,4458.647389221192,,4044.1359985351555,,4832.434645080566,6263.498377990723,4706.701788330079,6233.902290344238,6933.176930236817,,3932.505267333985,-1550.5299911499023,,8277.704273986817,5522.324440002441,6703.955543518066,6639.0455825805675,,5683.463941955566,3273.8214355468754,7286.733802795411,4934.97646636963,,6059.261878967285,5136.44253692627,5442.369628906251,,3400.5001464843745,,3941.5572525024418,8835.40675201416,6257.472467041015,,4163.832362365723,6801.448731994629,4770.110237121582,,5392.129127502442,5083.247106933593,6703.955543518066,,3957.123823547364,5321.5840515136715,3788.500342861044,1760.9115169399051,60307.9296875,1.0,40630.84141629942,1760.9115169399051,3788.500342861044,90.34316337080097,4895.221906220476,2352.8178576684854,1216.6625534425648
82,559.5995849609376,,2246.808728027344,351.080456542968,2875.7692749023436,,709.6220703125,-2455.975439453125,-1038.7099243164057,,-708.1783691406254,-2150.224475097656,1919.5432983398441,1664.2445068359375,,31.72052001953125,,-1859.5629394531252,2260.363244628906,1720.94248046875,1561.246203613281,1467.6516723632808,,1565.4064819335936,2277.698889160156,1570.5933837890625,,-1965.908825683594,1857.101452636719,3500.5689086914062,,1259.6554443359373,737.2487915039064,-935.2238159179688,-149.59814453125,,1835.8154541015629,,-1069.7214965820312,-363.4071533203128,1437.4450683593745,4079.495849609375,,1820.110241699219,1918.4015747070316,898.1965209960936,,-604.7282348632812,441.9501464843752,1323.7621826171871,,-543.64453125,1712.735729980469,240.55537109374973,,-62.624414062500364,716.1051879882816,667.5483520507814,1835.758923339844,,1446.9755371093743,-591.8456054687504,3263.363989257812,,-3391.1097656250004,,302.90006103515634,3457.46201171875,439.63271484375036,702.270495605469,1531.0733642578125,,1397.6650756835943,,117.0987548828125,2685.8322143554683,-113.51071777343714,283.3567626953127,-3164.7135009765625,,617.8806654319947,1255.102519943601,0.0,1.0,20.74389030396301,1255.102519943601,617.8806654319947,68.81870606140299,989.1728310354877,2337.153967492867,1185.349203599672
83,-523.4740234374995,4466.970593261718,,333.1779663085945,-638.9553100585936,-958.2709106445309,,202.5470336914059,,1406.08782043457,2142.1736907958984,3579.253219604492,-1864.5970458984375,-123.18171386718677,2382.675646972656,,,1515.2636230468752,-72.08558349609393,-249.30091552734484,-1691.4656127929684,,3047.669091796875,3878.188452148437,1244.9970336914066,3274.2234497070303,,707.1585052490227,5816.680966186523,-1262.8945678710952,-1255.7515502929691,,1585.0122558593757,1891.5275939941403,2400.3369506835934,,611.3104217529299,4213.016650390626,,2337.1968139648434,2534.734982299805,,1260.4614013671871,3545.5636596679688,,3021.95439453125,-117.01203918457031,-2146.3142700195312,1342.5699584960948,-3512.5286254882803,464.05347900390643,,,-740.2197784423824,7231.2752685546875,3597.6668487548823,-3666.0185913085934,,2314.3462890624996,4169.024084472656,6301.737939453125,1869.509286499023,2238.4677368164066,,3736.73655090332,850.9249725341797,,5807.553027343751,192.42042236328143,5329.188662719727,2635.1974365234364,,,1281.1929443359368,2928.2239135742193,-962.3768676757809,3115.264434814453,,2873.8701293945314,2679.2239379882812,2856.3910839208534,1118.6181389420722,23005.599609375,1.0,67.67652486766968,1118.6181389420722,2856.3910839208534,82.55622972978104,1474.772103705763,2366.51706785377,2853.288274006466
